devontown,agenew,count(borrower)
Newton Abbot,93,23
Newton Abbot,94,13
Newton Abbot,95,12
Newton Abbot,96,9
Newton Abbot,97,6
Newton Abbot,98,4
Okehampton,,720
Okehampton,0,23
Okehampton,1,56
Okehampton,10,162
Okehampton,11,178
Okehampton,115,1
Okehampton,116,2
Okehampton,12,173
Okehampton,13,141
Okehampton,14,123
Okehampton,15,126
Okehampton,16,99
Okehampton,17,92
Okehampton,18,130
Okehampton,19,88
Okehampton,2,106
Okehampton,20,83
Okehampton,21,84
Okehampton,22,82
Okehampton,23,79
Okehampton,24,93
Okehampton,25,90
Okehampton,26,82
Okehampton,27,98
Okehampton,28,111
Okehampton,29,88
Okehampton,3,116
Okehampton,30,68
Okehampton,31,91
Okehampton,32,93
Okehampton,33,115
Okehampton,34,107
Okehampton,35,98
Okehampton,36,144
Okehampton,37,121
Okehampton,38,86
Okehampton,39,121
Okehampton,4,174
Okehampton,40,92
Okehampton,41,97
Okehampton,42,103
Okehampton,43,104
Okehampton,44,98
Okehampton,45,101
Okehampton,46,91
Okehampton,47,91
Okehampton,48,106
Okehampton,49,103
Okehampton,5,159
Okehampton,50,78
Okehampton,51,97
Okehampton,52,82
Okehampton,53,93
Okehampton,54,77
Okehampton,55,88
Okehampton,56,97
Okehampton,57,76
Okehampton,58,70
Okehampton,59,91
Okehampton,6,169
Okehampton,60,85
Okehampton,61,84
Okehampton,62,69
Okehampton,63,71
Okehampton,64,88
Okehampton,65,82
Okehampton,66,75
Okehampton,67,93
Okehampton,68,106
Okehampton,69,121
Okehampton,7,179
Okehampton,70,98
Okehampton,71,67
Okehampton,72,81
Okehampton,73,90
Okehampton,74,68
Okehampton,75,54
Okehampton,76,50
Okehampton,77,59
Okehampton,78,40
Okehampton,79,47
Okehampton,8,180
Okehampton,80,34
Okehampton,81,26
Okehampton,82,40
Okehampton,83,19
Okehampton,84,29
Okehampton,85,22
Okehampton,86,22
Okehampton,87,17
Okehampton,88,13
Okehampton,89,11
Okehampton,9,201
Okehampton,90,16
Okehampton,91,6
Okehampton,92,6
Okehampton,93,5
Okehampton,94,1
Okehampton,95,1
Okehampton,96,2
Okehampton,97,2
Okehampton,99,1
Ottery St Mary,,483
Ottery St Mary,0,7
Ottery St Mary,1,23
Ottery St Mary,10,107
Ottery St Mary,106,2
Ottery St Mary,11,127
Ottery St Mary,116,1
Ottery St Mary,12,118
Ottery St Mary,13,95
Ottery St Mary,14,97
Ottery St Mary,15,84
Ottery St Mary,16,84
Ottery St Mary,17,66
Ottery St Mary,18,73
Ottery St Mary,19,76
Ottery St Mary,2,35
Ottery St Mary,20,53
Ottery St Mary,21,50
Ottery St Mary,22,59
Ottery St Mary,23,39
Ottery St Mary,24,41
Ottery St Mary,25,39
Ottery St Mary,26,37
Ottery St Mary,27,37
Ottery St Mary,28,52
Ottery St Mary,29,38
Ottery St Mary,3,52
Ottery St Mary,30,31
Ottery St Mary,31,38
Ottery St Mary,32,37
Ottery St Mary,33,29
Ottery St Mary,34,39
Ottery St Mary,35,44
Ottery St Mary,36,42
Ottery St Mary,37,53
Ottery St Mary,38,52
Ottery St Mary,39,49
Ottery St Mary,4,78
Ottery St Mary,40,71
Ottery St Mary,41,61
Ottery St Mary,42,74
Ottery St Mary,43,57
Ottery St Mary,44,66
Ottery St Mary,45,67
Ottery St Mary,46,46
Ottery St Mary,47,61
Ottery St Mary,48,50
Ottery St Mary,49,45
Ottery St Mary,5,103
Ottery St Mary,50,50
Ottery St Mary,51,46
Ottery St Mary,52,43
Ottery St Mary,53,46
Ottery St Mary,54,50
Ottery St Mary,55,41
Ottery St Mary,56,46
Ottery St Mary,57,45
Ottery St Mary,58,45
Ottery St Mary,59,38
Ottery St Mary,6,86
Ottery St Mary,60,37
Ottery St Mary,61,38
Ottery St Mary,62,33
Ottery St Mary,63,54
Ottery St Mary,64,33
Ottery St Mary,65,46
Ottery St Mary,66,42
Ottery St Mary,67,62
Ottery St Mary,68,50
Ottery St Mary,69,71
Ottery St Mary,7,109
Ottery St Mary,70,54
Ottery St Mary,71,40
Ottery St Mary,72,61
Ottery St Mary,73,35
Ottery St Mary,74,42
Ottery St Mary,75,26
Ottery St Mary,76,31
Ottery St Mary,77,24
Ottery St Mary,78,18
Ottery St Mary,79,20
Ottery St Mary,8,128
Ottery St Mary,80,25
Ottery St Mary,81,19
Ottery St Mary,82,12
Ottery St Mary,83,12
Ottery St Mary,84,17
Ottery St Mary,85,15
Ottery St Mary,86,14
Ottery St Mary,87,12
Ottery St Mary,88,9
Ottery St Mary,89,7
Ottery St Mary,9,134
Ottery St Mary,90,4
Ottery St Mary,91,4
Ottery St Mary,92,3
Ottery St Mary,93,1
Ottery St Mary,94,3
Ottery St Mary,96,1
Ottery St Mary,97,3
Ottery St Mary,99,1
Outside DCC - Torbay,,13
Outside DCC - Torbay,10,4
Outside DCC - Torbay,11,2
Outside DCC - Torbay,12,1
Outside DCC - Torbay,13,1
Outside DCC - Torbay,14,4
Outside DCC - Torbay,15,2
Outside DCC - Torbay,16,3
Outside DCC - Torbay,17,3
Outside DCC - Torbay,18,2
Outside DCC - Torbay,19,1
Outside DCC - Torbay,20,2
Outside DCC - Torbay,21,2
Outside DCC - Torbay,22,2
Outside DCC - Torbay,23,3
Outside DCC - Torbay,24,2
Outside DCC - Torbay,25,1
Outside DCC - Torbay,26,5
Outside DCC - Torbay,27,4
Outside DCC - Torbay,28,7
Outside DCC - Torbay,29,2
Outside DCC - Torbay,30,1
Outside DCC - Torbay,31,4
Outside DCC - Torbay,33,1
Outside DCC - Torbay,34,1
Outside DCC - Torbay,35,1
Outside DCC - Torbay,36,2
Outside DCC - Torbay,37,1
Outside DCC - Torbay,38,2
Outside DCC - Torbay,39,1
Outside DCC - Torbay,41,2
Outside DCC - Torbay,42,4
Outside DCC - Torbay,43,4
Outside DCC - Torbay,44,2
Outside DCC - Torbay,45,3
Outside DCC - Torbay,46,3
Outside DCC - Torbay,47,4
Outside DCC - Torbay,48,4
Outside DCC - Torbay,49,3
Outside DCC - Torbay,5,2
Outside DCC - Torbay,50,5
Outside DCC - Torbay,51,6
Outside DCC - Torbay,52,3
Outside DCC - Torbay,53,7
Outside DCC - Torbay,54,2
Outside DCC - Torbay,55,3
Outside DCC - Torbay,56,6
Outside DCC - Torbay,57,6
Outside DCC - Torbay,58,3
Outside DCC - Torbay,59,1
Outside DCC - Torbay,6,2
Outside DCC - Torbay,60,7
Outside DCC - Torbay,61,3
Outside DCC - Torbay,62,5
Outside DCC - Torbay,63,4
Outside DCC - Torbay,64,2
Outside DCC - Torbay,65,5
Outside DCC - Torbay,66,3
Outside DCC - Torbay,67,2
Outside DCC - Torbay,68,4
Outside DCC - Torbay,69,2
Outside DCC - Torbay,7,2
Outside DCC - Torbay,70,7
Outside DCC - Torbay,72,4
Outside DCC - Torbay,73,4
Outside DCC - Torbay,74,5
Outside DCC - Torbay,75,2
Outside DCC - Torbay,76,2
Outside DCC - Torbay,77,1
Outside DCC - Torbay,78,1
Outside DCC - Torbay,8,1
Outside DCC - Torbay,80,2
Outside DCC - Torbay,82,1
Outside DCC - Torbay,85,1
Outside DCC - Torbay,86,1
Outside DCC - Torbay,87,1
Outside DCC - Torbay,9,1
Seaton,,884
Seaton,0,3
Seaton,1,17
Seaton,10,83
Seaton,104,1
Seaton,106,1
Seaton,11,83
Seaton,116,3
Seaton,12,84
Seaton,13,75
Seaton,14,89
Seaton,15,73
Seaton,16,63
Seaton,17,60
Seaton,18,83
Seaton,19,71
Seaton,2,26
Seaton,20,69
Seaton,21,55
Seaton,22,57
Seaton,23,53
Seaton,24,49
Seaton,25,47
Seaton,26,49
Seaton,27,37
Seaton,28,63
Seaton,29,38
Seaton,3,31
Seaton,30,37
Seaton,31,29
Seaton,32,44
Seaton,33,31
Seaton,34,52
Seaton,35,40
Seaton,36,53
Seaton,37,43
Seaton,38,43
Seaton,39,33
Seaton,4,60
Seaton,40,48
Seaton,41,51
Seaton,42,55
Seaton,43,43
Seaton,44,53
Seaton,45,41
Seaton,46,58
Seaton,47,49
Seaton,48,43
Seaton,49,49
Seaton,5,70
Seaton,50,48
Seaton,51,46
Seaton,52,50
Seaton,53,58
Seaton,54,44
Seaton,55,53
Seaton,56,47
Seaton,57,49
Seaton,58,51
Seaton,59,45
Seaton,6,73
Seaton,60,58
Seaton,61,52
Seaton,62,72
Seaton,63,71
Seaton,64,71
Seaton,65,66
Seaton,66,74
Seaton,67,82
Seaton,68,98
Seaton,69,99
Seaton,7,65
Seaton,70,103
Seaton,71,73
Seaton,72,62
Seaton,73,70
Seaton,74,61
Seaton,75,51
Seaton,76,68
Seaton,77,44
Seaton,78,49
Seaton,79,42
Seaton,8,88
Seaton,80,31
Seaton,81,24
Seaton,82,27
Seaton,83,19
Seaton,84,22
Seaton,85,19
Seaton,86,17
Seaton,87,23
Seaton,88,11
Seaton,89,14
Seaton,9,72
Seaton,90,9
Seaton,91,4
Seaton,92,12
Seaton,93,3
Seaton,94,3
Seaton,95,4
Seaton,96,4
Seaton,99,2
Sidmouth,,1219
Sidmouth,0,6
Sidmouth,1,32
Sidmouth,10,113
Sidmouth,100,3
Sidmouth,102,1
Sidmouth,11,112
Sidmouth,112,1
Sidmouth,114,1
Sidmouth,116,3
Sidmouth,12,85
Sidmouth,13,93
Sidmouth,14,61
Sidmouth,15,70
Sidmouth,16,85
Sidmouth,17,51
Sidmouth,18,64
Sidmouth,19,70
Sidmouth,2,45
Sidmouth,20,66
Sidmouth,21,54
Sidmouth,22,60
Sidmouth,23,57
Sidmouth,24,68
Sidmouth,25,65
Sidmouth,26,79
Sidmouth,27,56
Sidmouth,28,108
Sidmouth,29,64
Sidmouth,3,75
Sidmouth,30,73
Sidmouth,31,49
Sidmouth,32,57
Sidmouth,33,46
Sidmouth,34,67
Sidmouth,35,56
Sidmouth,36,65
Sidmouth,37,65
Sidmouth,38,60
Sidmouth,39,58
Sidmouth,4,66
Sidmouth,40,75
Sidmouth,41,48
Sidmouth,42,57
Sidmouth,43,66
Sidmouth,44,57
Sidmouth,45,73
Sidmouth,46,69
Sidmouth,47,71
Sidmouth,48,64
Sidmouth,49,54
Sidmouth,5,86
Sidmouth,50,56
Sidmouth,51,69
Sidmouth,52,69
Sidmouth,53,61
Sidmouth,54,52
Sidmouth,55,81
Sidmouth,56,61
Sidmouth,57,66
Sidmouth,58,74
Sidmouth,59,68
Sidmouth,6,90
Sidmouth,60,80
Sidmouth,61,65
Sidmouth,62,81
Sidmouth,63,103
Sidmouth,64,93
Sidmouth,65,104
Sidmouth,66,139
Sidmouth,67,133
Sidmouth,68,131
Sidmouth,69,142
Sidmouth,7,87
Sidmouth,70,113
Sidmouth,71,96
Sidmouth,72,122
Sidmouth,73,110
Sidmouth,74,86
Sidmouth,75,84
Sidmouth,76,74
Sidmouth,77,85
Sidmouth,78,79
Sidmouth,79,68
Sidmouth,8,96
Sidmouth,80,65
Sidmouth,81,65
Sidmouth,82,50
Sidmouth,83,51
Sidmouth,84,46
Sidmouth,85,44
Sidmouth,86,45
Sidmouth,87,40
Sidmouth,88,26
Sidmouth,89,30
Sidmouth,9,91
Sidmouth,90,23
Sidmouth,91,16
Sidmouth,92,9
Sidmouth,93,9
Sidmouth,94,16
Sidmouth,95,12
Sidmouth,96,7
Sidmouth,97,3
Sidmouth,98,1
South Molton,,261
South Molton,0,3
South Molton,1,21
South Molton,10,120
South Molton,102,1
South Molton,11,113
South Molton,112,2
South Molton,113,1
South Molton,116,2
South Molton,12,107
South Molton,13,83
South Molton,14,67
South Molton,15,67
South Molton,16,52
South Molton,17,76
South Molton,18,63
South Molton,19,64
South Molton,2,39
South Molton,20,63
South Molton,21,58
South Molton,22,67
South Molton,23,64
South Molton,24,78
South Molton,25,51
South Molton,26,45
South Molton,27,77
South Molton,28,161
South Molton,29,44
South Molton,3,55
South Molton,30,58
South Molton,31,73
South Molton,32,58
South Molton,33,49
South Molton,34,59
South Molton,35,60
South Molton,36,74
South Molton,37,59
South Molton,38,44
South Molton,39,46
South Molton,4,80
South Molton,40,62
South Molton,41,56
South Molton,42,56
South Molton,43,41
South Molton,44,61
South Molton,45,53
South Molton,46,54
South Molton,47,63
South Molton,48,53
South Molton,49,40
South Molton,5,90
South Molton,50,52
South Molton,51,61
South Molton,52,40
South Molton,53,50
South Molton,54,53
South Molton,55,40
South Molton,56,51
South Molton,57,50
South Molton,58,44
South Molton,59,43
South Molton,6,76
South Molton,60,37
South Molton,61,43
South Molton,62,51
South Molton,63,43
South Molton,64,52
South Molton,65,56
South Molton,66,48
South Molton,67,56
South Molton,68,62
South Molton,69,73
South Molton,7,103
South Molton,70,56
South Molton,71,51
South Molton,72,52
South Molton,73,43
South Molton,74,33
South Molton,75,22
South Molton,76,35
South Molton,77,27
South Molton,78,22
South Molton,79,31
South Molton,8,91
South Molton,80,16
South Molton,81,24
South Molton,82,15
South Molton,83,17
South Molton,84,20
South Molton,85,13
South Molton,86,17
South Molton,87,11
South Molton,88,10
South Molton,89,7
South Molton,9,94
South Molton,90,12
South Molton,91,5
South Molton,92,7
South Molton,93,2
South Molton,94,4
South Molton,95,2
South Molton,96,2
South Molton,98,2
South Molton,99,1
Tavistock,,767
Tavistock,0,25
Tavistock,1,47
Tavistock,10,223
Tavistock,100,2
Tavistock,101,1
Tavistock,105,1
Tavistock,11,185
Tavistock,113,3
Tavistock,114,1
Tavistock,115,3
Tavistock,116,3
Tavistock,12,213
Tavistock,13,191
Tavistock,14,158
Tavistock,15,148
Tavistock,16,125
Tavistock,17,130
Tavistock,18,150
Tavistock,19,129
Tavistock,2,88
Tavistock,20,130
Tavistock,21,119
Tavistock,22,127
Tavistock,23,88
Tavistock,24,85
Tavistock,25,95
Tavistock,26,96
Tavistock,27,89
Tavistock,28,146
Tavistock,29,99
Tavistock,3,108
Tavistock,30,113
Tavistock,31,101
Tavistock,32,104
Tavistock,33,101
Tavistock,34,88
Tavistock,35,105
Tavistock,36,116
Tavistock,37,114
Tavistock,38,111
Tavistock,39,99
Tavistock,4,132
Tavistock,40,99
Tavistock,41,109
Tavistock,42,120
Tavistock,43,120
Tavistock,44,138
Tavistock,45,126
Tavistock,46,137
Tavistock,47,123
Tavistock,48,104
Tavistock,49,103
Tavistock,5,186
Tavistock,50,119
Tavistock,51,119
Tavistock,52,114
Tavistock,53,89
Tavistock,54,98
Tavistock,55,116
Tavistock,56,140
Tavistock,57,88
Tavistock,58,108
Tavistock,59,87
Tavistock,6,197
Tavistock,60,97
Tavistock,61,118
Tavistock,62,125
Tavistock,63,121
Tavistock,64,103
Tavistock,65,108
Tavistock,66,130
Tavistock,67,128
Tavistock,68,123
Tavistock,69,139
Tavistock,7,225
Tavistock,70,145
Tavistock,71,106
Tavistock,72,126
Tavistock,73,83
Tavistock,74,83
Tavistock,75,72
Tavistock,76,119
Tavistock,77,70
Tavistock,78,52
Tavistock,79,45
Tavistock,8,213
Tavistock,80,48
Tavistock,81,50
Tavistock,82,34
Tavistock,83,41
Tavistock,84,35
Tavistock,85,30
Tavistock,86,21
Tavistock,87,30
Tavistock,88,21
Tavistock,89,14
Tavistock,9,246
Tavistock,90,18
Tavistock,91,20
Tavistock,92,8
Tavistock,93,6
Tavistock,94,10
Tavistock,95,6
Tavistock,96,3
Tavistock,97,3
Tavistock,98,4
Tavistock,99,1
Teignmouth,,645
Teignmouth,0,8
Teignmouth,1,29
Teignmouth,10,149
Teignmouth,100,1
Teignmouth,101,1
Teignmouth,11,129
Teignmouth,114,1
Teignmouth,116,3
Teignmouth,12,97
Teignmouth,13,100
Teignmouth,14,102
Teignmouth,15,73
Teignmouth,16,52
Teignmouth,17,72
Teignmouth,18,67
Teignmouth,19,77
Teignmouth,2,42
Teignmouth,20,72
Teignmouth,21,72
Teignmouth,22,79
Teignmouth,23,77
Teignmouth,24,92
Teignmouth,25,62
Teignmouth,26,83
Teignmouth,27,64
Teignmouth,28,148
Teignmouth,29,61
Teignmouth,3,86
Teignmouth,30,76
Teignmouth,31,82
Teignmouth,32,93
Teignmouth,33,86
Teignmouth,34,78
Teignmouth,35,73
Teignmouth,36,96
Teignmouth,37,82
Teignmouth,38,85
Teignmouth,39,72
Teignmouth,4,98
Teignmouth,40,75
Teignmouth,41,74
Teignmouth,42,85
Teignmouth,43,86
Teignmouth,44,87
Teignmouth,45,105
Teignmouth,46,89
Teignmouth,47,79
Teignmouth,48,81
Teignmouth,49,65
Teignmouth,5,108
Teignmouth,50,66
Teignmouth,51,69
Teignmouth,52,83
Teignmouth,53,61
Teignmouth,54,66
Teignmouth,55,55
Teignmouth,56,68
Teignmouth,57,68
Teignmouth,58,72
Teignmouth,59,73
Teignmouth,6,123
Teignmouth,60,64
Teignmouth,61,81
Teignmouth,62,78
Teignmouth,63,80
Teignmouth,64,96
Teignmouth,65,82
Teignmouth,66,92
Teignmouth,67,102
Teignmouth,68,81
Teignmouth,69,112
Teignmouth,7,130
Teignmouth,70,98
Teignmouth,71,74
Teignmouth,72,68
Teignmouth,73,62
Teignmouth,74,53
Teignmouth,75,47
Teignmouth,76,46
Teignmouth,77,31
Teignmouth,78,32
Teignmouth,79,37
Teignmouth,8,136
Teignmouth,80,27
Teignmouth,81,25
Teignmouth,82,30
Teignmouth,83,18
Teignmouth,84,30
Teignmouth,85,19
Teignmouth,86,12
Teignmouth,87,13
Teignmouth,88,18
Teignmouth,89,10
Teignmouth,9,128
Teignmouth,90,9
Teignmouth,91,7
Teignmouth,92,5
Teignmouth,93,6
Teignmouth,94,3
Teignmouth,95,3
Teignmouth,96,2
Teignmouth,97,5
Teignmouth,99,2
Tiverton,,1148
Tiverton,0,19
Tiverton,1,67
Tiverton,10,330
Tiverton,11,295
Tiverton,114,1
Tiverton,115,4
Tiverton,116,5
Tiverton,12,244
Tiverton,13,273
Tiverton,14,219
Tiverton,15,207
Tiverton,16,180
Tiverton,17,191
Tiverton,18,202
Tiverton,19,150
Tiverton,2,98
Tiverton,20,178
Tiverton,21,138
Tiverton,22,155
Tiverton,23,147
Tiverton,24,160
Tiverton,25,171
Tiverton,26,141
Tiverton,27,159
Tiverton,28,229
Tiverton,29,175
Tiverton,3,140
Tiverton,30,162
Tiverton,31,186
Tiverton,32,174
Tiverton,33,162
Tiverton,34,168
Tiverton,35,178
Tiverton,36,183
Tiverton,37,149
Tiverton,38,158
Tiverton,39,146
Tiverton,4,200
Tiverton,40,153
Tiverton,41,139
Tiverton,42,149
Tiverton,43,113
Tiverton,44,154
Tiverton,45,167
Tiverton,46,144
Tiverton,47,161
Tiverton,48,145
Tiverton,49,135
Tiverton,5,223
Tiverton,50,141
Tiverton,51,133
Tiverton,52,135
Tiverton,53,116
Tiverton,54,104
Tiverton,55,88
Tiverton,56,104
Tiverton,57,99
Tiverton,58,94
Tiverton,59,107
Tiverton,6,254
Tiverton,60,106
Tiverton,61,102
Tiverton,62,122
Tiverton,63,122
Tiverton,64,130
Tiverton,65,95
Tiverton,66,110
Tiverton,67,128
Tiverton,68,142
Tiverton,69,126
Tiverton,7,279
Tiverton,70,133
Tiverton,71,118
Tiverton,72,95
Tiverton,73,106
Tiverton,74,97
Tiverton,75,82
Tiverton,76,68
Tiverton,77,66
Tiverton,78,76
Tiverton,79,59
Tiverton,8,279
Tiverton,80,45
Tiverton,81,60
Tiverton,82,47
Tiverton,83,31
Tiverton,84,35
Tiverton,85,37
Tiverton,86,37
Tiverton,87,22
Tiverton,88,17
Tiverton,89,23
Tiverton,9,320
Tiverton,90,22
Tiverton,91,18
Tiverton,92,7
Tiverton,93,10
Tiverton,94,6
Tiverton,95,4
Tiverton,96,3
Tiverton,97,1
Tiverton,98,2
Totnes,,525
Totnes,0,9
Totnes,1,38
Totnes,10,159
Totnes,100,1
Totnes,106,1
Totnes,11,139
Totnes,112,4
Totnes,115,1
Totnes,116,2
Totnes,12,170
Totnes,13,159
Totnes,14,153
Totnes,15,112
Totnes,16,120
Totnes,17,116
Totnes,18,88
Totnes,19,93
Totnes,2,54
Totnes,20,89
Totnes,21,81
Totnes,22,80
Totnes,23,89
Totnes,24,82
Totnes,25,76
Totnes,26,73
Totnes,27,85
Totnes,28,107
Totnes,29,99
Totnes,3,88
Totnes,30,90
Totnes,31,92
Totnes,32,85
Totnes,33,111
Totnes,34,89
Totnes,35,109
Totnes,36,103
Totnes,37,107
Totnes,38,116
Totnes,39,119
Totnes,4,95
Totnes,40,142
Totnes,41,116
Totnes,42,122
Totnes,43,126
Totnes,44,105
Totnes,45,131
Totnes,46,139
Totnes,47,117
Totnes,48,126
Totnes,49,142
Totnes,5,104
Totnes,50,109
Totnes,51,113
Totnes,52,117
Totnes,53,113
Totnes,54,92
Totnes,55,104
Totnes,56,103
Totnes,57,97
Totnes,58,105
Totnes,59,100
Totnes,6,123
Totnes,60,104
Totnes,61,78
Totnes,62,112
Totnes,63,99
Totnes,64,107
Totnes,65,112
Totnes,66,114
Totnes,67,99
Totnes,68,96
Totnes,69,125
Totnes,7,133
Totnes,70,91
Totnes,71,72
Totnes,72,67
Totnes,73,87
Totnes,74,46
Totnes,75,41
Totnes,76,67
Totnes,77,32
Totnes,78,37
Totnes,79,27
Totnes,8,150
Totnes,80,34
Totnes,81,32
Totnes,82,28
Totnes,83,21
Totnes,84,30
Totnes,85,16
Totnes,86,15
Totnes,87,18
Totnes,88,20
Totnes,89,14
Totnes,9,173
Totnes,90,12
Totnes,91,9
Totnes,92,6
Totnes,93,7
Totnes,95,4
Totnes,97,1
Totnes,98,1
no location,,6310
no location,0,33
no location,1,46
no location,10,58
no location,101,1
no location,11,55
no location,116,6
no location,12,62
no location,13,59
no location,14,58
no location,15,68
no location,16,67
no location,17,79
no location,18,90
no location,19,45
no location,2,44
no location,20,59
no location,21,52
no location,22,56
no location,23,68
no location,24,76
no location,25,65
no location,26,81
no location,27,75
no location,28,86
no location,29,63
no location,3,56
no location,30,54
no location,31,57
no location,32,47
no location,33,58
no location,34,49
no location,35,50
no location,36,57
no location,37,39
no location,38,34
no location,39,42
no location,4,61
no location,40,49
no location,41,33
no location,42,34
no location,43,50
no location,44,51
no location,45,37
no location,46,49
no location,47,37
no location,48,37
no location,49,48
no location,5,46
no location,50,61
no location,51,51
no location,52,43
no location,53,52
no location,54,52
no location,55,45
no location,56,61
no location,57,62
no location,58,46
no location,59,56
no location,6,67
no location,60,53
no location,61,49
no location,62,64
no location,63,41
no location,64,64
no location,65,54
no location,66,66
no location,67,57
no location,68,57
no location,69,65
no location,7,58
no location,70,44
no location,71,44
no location,72,42
no location,73,34
no location,74,35
no location,75,27
no location,76,35
no location,77,17
no location,78,17
no location,79,14
no location,8,58
no location,80,23
no location,81,24
no location,82,16
no location,83,5
no location,84,7
no location,85,8
no location,86,9
no location,87,9
no location,88,5
no location,89,6
no location,9,39
no location,90,7
no location,91,6
no location,92,5
no location,93,1
no location,94,4
no location,95,1
no location,96,4
no location,97,1
